Protein_ID,Superfamily,Family,Subfamily
Q02880,,type II topoisomerase family,
Q02928,,cytochrome P450 family,
Q02930,,bZIP family,
Q02952,,No SIMILARITY comment found,
Q02962,,No SIMILARITY comment found,
Q02978,,29) family,
Q02985,,No SIMILARITY comment found,
Q03001,,No SIMILARITY comment found,
Q03013,GST superfamily,Mu family,
Q03014,,No SIMILARITY comment found,
Q03052,,POU transcription factor family,Class-3 subfamily
Q03060,,bZIP family,
Q03111,,No SIMILARITY comment found,
Q03112,,No SIMILARITY comment found,
Q03113,,G-alpha family,G(12) subfamily
Q03135,,caveolin family,
Q03154,,peptidase M20A family,
Q03164,class V-like SAM-binding methyltransferase superfamily,Histone-lysine methyltransferase family,TRX/MLL subfamily
Q03167,,No SIMILARITY comment found,
Q03169,,SEC6 family,
Q03181,,nuclear hormone receptor family,NR1 subfamily
Q03188,,CENP-C/MIF2 family,
Q03252,,intermediate filament family,
Q03393,,PTPS family,
Q03395,,PRPH2/ROM1 family,
Q03403,,No SIMILARITY comment found,
Q03405,,No SIMILARITY comment found,
Q03426,,GHMP kinase family,Mevalonate kinase subfamily
Q03431,,G-protein coupled receptor 2 family,
Q03468,,SNF2/RAD54 helicase family,
Q03518,ABC transporter superfamily,ABCB family,209) subfamily
Q03519,ABC transporter superfamily,ABCB family,209) subfamily
Q03591,,No SIMILARITY comment found,
Q03692,,No SIMILARITY comment found,
Q03701,,CBF/MAK21 family,
Q03721,,potassium channel family,4/KCNC4 sub-subfamily
Q03828,,even-skipped homeobox family,
Q03923,,krueppel C2H2-type zinc-finger protein family,
Q03924,,krueppel C2H2-type zinc-finger protein family,
Q03933,,HSF family,
Q03936,,krueppel C2H2-type zinc-finger protein family,
Q03938,,krueppel C2H2-type zinc-finger protein family,
Q03989,,No SIMILARITY comment found,
Q04118,,No SIMILARITY comment found,
Q04206,,No SIMILARITY comment found,
Q04323,,No SIMILARITY comment found,
Q04446,,glycosyl hydrolase 13 family,GlgB subfamily
Q04609,,peptidase M28 family,M28B subfamily
Q04637,,eukaryotic initiation factor 4G family,
Q04656,,3) family,Type IB subfamily
Q04671,,11) transporter family,
Q04695,,intermediate filament family,
Q04721,,NOTCH family,
Q04724,,WD repeat Groucho/TLE family,
Q04725,,WD repeat Groucho/TLE family,
Q04726,,WD repeat Groucho/TLE family,
Q04727,,WD repeat Groucho/TLE family,
Q04741,,EMX homeobox family,
Q04743,,EMX homeobox family,
Q04756,,peptidase S1 family,
Q04759,protein kinase superfamily,AGC Ser/Thr protein kinase family,PKC subfamily
Q04760,,glyoxalase I family,
Q04771,protein kinase superfamily,TKL Ser/Thr protein kinase family,TGFB receptor subfamily
Q04828,,aldo/keto reductase family,
Q04837,,No SIMILARITY comment found,
Q04844,,9) family,Epsilon/CHRNE sub-subfamily
Q04864,,No SIMILARITY comment found,
Q04900,,CD164 family,
Q04912,protein kinase superfamily,Tyr protein kinase family,
Q04917,,14-3-3 family,
Q04941,,No SIMILARITY comment found,
Q05048,,No SIMILARITY comment found,
Q05066,,SRY family,
Q05084,,No SIMILARITY comment found,
Q05086,,No SIMILARITY comment found,
Q05193,TRAFAC class dynamin-like GTPase superfamily,Dynamin/Fzo/YdjA family,
Q05195,,No SIMILARITY comment found,
Q05209,,protein-tyrosine phosphatase family,Non-receptor class 4 subfamily
Q05215,,EGR C2H2-type zinc-finger protein family,
Q05315,,No SIMILARITY comment found,
Q05329,,group II decarboxylase family,
Q05397,protein kinase superfamily,Tyr protein kinase family,FAK subfamily
Q05469,,'GDXG' lipolytic enzyme family,
Q05481,,krueppel C2H2-type zinc-finger protein family,
Q05513,protein kinase superfamily,AGC Ser/Thr protein kinase family,PKC subfamily
Q05516,,krueppel C2H2-type zinc-finger protein family,
Q05519,,splicing factor SR family,
Q05586,,1) family,NR1/GRIN1 subfamily
Q05639,TRAFAC class translation factor GTPase superfamily,Classic translation factor GTPase family,EF-Tu/EF-1A subfamily
Q05655,protein kinase superfamily,AGC Ser/Thr protein kinase family,PKC subfamily
Q05682,,caldesmon family,
Q05707,,fibril-associated collagens with interrupted helices (FACIT) family,
Q05823,protein kinase superfamily,,
Q05901,,9) family,Beta-3/CHRNB3 sub-subfamily
Q05923,,protein-tyrosine phosphatase family,Non-receptor class dual specificity subfamily
Q05925,,engrailed homeobox family,
Q05932,,folylpolyglutamate synthase family,
Q05940,major facilitator superfamily,Vesicular transporter family,
Q05952,,nuclear transition protein 2 family,
Q05996,,ZP domain family,ZPA subfamily
Q05BK6,,No SIMILARITY comment found,
Q05BL0,,No SIMILARITY comment found,
Q05BL1,,No SIMILARITY comment found,
Q05BQ5,,No SIMILARITY comment found,
Q05BU3,,No SIMILARITY comment found,
Q05BV3,,WD repeat EMAP family,
Q05BX4,,proteasome subunit S1 family,
Q05C05,,No SIMILARITY comment found,
Q05C16,,No SIMILARITY comment found,
Q05C28,,glycosyl hydrolase 22 family,
Q05C46,,No SIMILARITY comment found,
Q05CH4,,No SIMILARITY comment found,
Q05CR2,,No SIMILARITY comment found,
Q05CV4,,No SIMILARITY comment found,
Q05CW7,,No SIMILARITY comment found,
Q05D08,,peptidase M24 family,
Q05D32,,CTDSPL2 family,
Q05D60,,CEP63 family,
Q05D86,,No SIMILARITY comment found,
Q05DE3,,No SIMILARITY comment found,
Q05DH1,,peptidase T1A family,
Q05DH4,,FHIP family,
Q05DR1,,No SIMILARITY comment found,
Q05GC8,,No SIMILARITY comment found,
Q06033,,ITIH family,
Q06055,,ATPase C chain family,
Q06124,,protein-tyrosine phosphatase family,Non-receptor class 2 subfamily
Q06136,,short-chain dehydrogenases/reductases (SDR) family,
Q06141,,No SIMILARITY comment found,
Q06187,protein kinase superfamily,Tyr protein kinase family,TEC subfamily
Q06190,,No SIMILARITY comment found,
Q06203,,No family label found,
Q06210,,No SIMILARITY comment found,
Q06250,,No SIMILARITY comment found,
Q06265,,RNase PH family,
Q06278,,xanthine dehydrogenase family,
Q06323,,PA28 family,
Q06330,,Su(H) family,
Q06413,,MEF2 family,
Q06416,,POU transcription factor family,Class-5 subfamily
Q06418,protein kinase superfamily,Tyr protein kinase family,AXL/UFO subfamily
Q06432,,PMP-22/EMP/MP20 family,CACNG subfamily
Q06455,,CBFA2T family,
Q06481,,APP family,
Q06495,,SLC34A transporter family,
Q06520,,sulfotransferase 1 family,
Q06546,,ETS family,
Q06547,,No SIMILARITY comment found,
Q06587,,No SIMILARITY comment found,
Q06609,,RecA family,RAD51 subfamily
Q06643,,tumor necrosis factor family,
Q06710,,No SIMILARITY comment found,
Q06730,,krueppel C2H2-type zinc-finger protein family,
Q06732,,krueppel C2H2-type zinc-finger protein family,
Q06787,,FMR1 family,
Q06828,,small leucine-rich proteoglycan (SLRP) family,SLRP class II subfamily
Q06830,,peroxiredoxin family,AhpC/Prx1 subfamily
Q06889,,EGR C2H2-type zinc-finger protein family,
Q06945,,No SIMILARITY comment found,
Q06S70,exonuclease superfamily,TREX family,
Q07001,,9) family,Delta/CHRND sub-subfamily
Q07002,protein kinase superfamily,CMGC Ser/Thr protein kinase family,CDC2/CDKX subfamily
Q07011,,No SIMILARITY comment found,
Q07020,,eukaryotic ribosomal protein eL18 family,
Q07021,,MAM33 family,
Q07065,,No SIMILARITY comment found,
Q07075,,peptidase M1 family,
Q07092,,fibril-associated collagens with interrupted helices (FACIT) family,
Q07108,,No SIMILARITY comment found,
Q07157,,MAGUK family,
Q07283,,S100-fused protein family,
Q07325,,intercrine alpha (chemokine CxC) family,
Q07326,,PIGF family,
Q07343,,cyclic nucleotide phosphodiesterase family,PDE4 subfamily
Q07352,,No SIMILARITY comment found,
Q07444,,No SIMILARITY comment found,
Q07507,,dermatopontin family,
Q075Z2,,seminal plasma protein family,
Q07617,,No SIMILARITY comment found,
Q07627,,KRTAP type 1 family,
Q07654,,No SIMILARITY comment found,
Q07666,,KHDRBS family,
Q07687,,distal-less homeobox family,
Q07699,,17) family,
Q07812,,Bcl-2 family,
Q07817,,Bcl-2 family,
Q07820,,Bcl-2 family,
Q07837,,No SIMILARITY comment found,
Q07864,,DNA polymerase type-B family,
Q07866,,kinesin light chain family,
Q07869,,nuclear hormone receptor family,NR1 subfamily
Q07889,,No SIMILARITY comment found,
Q07890,,No SIMILARITY comment found,
Q07912,protein kinase superfamily,Tyr protein kinase family,
Q07954,,LDLR family,
Q07955,,splicing factor SR family,
Q07960,,No SIMILARITY comment found,
Q07973,,cytochrome P450 family,
Q08043,,alpha-actinin family,
Q08050,,No SIMILARITY comment found,
Q08116,,No SIMILARITY comment found,
Q08117,,WD repeat Groucho/TLE family,
Q08170,,splicing factor SR family,
Q08174,,No SIMILARITY comment found,
Q08188,transglutaminase superfamily,Transglutaminase family,
Q08209,,PPP phosphatase family,PP-2B subfamily
Q08211,,DEAD box helicase family,DEAH subfamily
Q08257,,zinc-containing alcohol dehydrogenase family,Quinone oxidoreductase subfamily
Q08289,,calcium channel beta subunit family,
Q08334,,type II cytokine receptor family,
Q08345,protein kinase superfamily,Tyr protein kinase family,Insulin receptor subfamily
Q08357,,20) family,
Q08378,,No SIMILARITY comment found,
Q08379,,GOLGA2 family,
Q08380,,No SIMILARITY comment found,
Q08397,,lysyl oxidase family,
Q08426,,No family label found,
Q08431,,No SIMILARITY comment found,
Q08462,,adenylyl cyclase class-4/guanylyl cyclase family,
Q08477,,cytochrome P450 family,
Q08493,,cyclic nucleotide phosphodiesterase family,PDE4 subfamily
Q08495,,villin/gelsolin family,
Q08499,,cyclic nucleotide phosphodiesterase family,PDE4 subfamily
Q08554,,No SIMILARITY comment found,
Q08623,HAD-like hydrolase superfamily,CbbY/CbbZ/Gph/YieH family,
Q08629,,No SIMILARITY comment found,
Q08648,,SPAG11 family,
Q08708,,CD300 family,
Q08722,,No SIMILARITY comment found,
Q08752,,cyclophilin-type PPIase family,PPIase D subfamily
Q08828,,adenylyl cyclase class-4/guanylyl cyclase family,
Q08830,,No SIMILARITY comment found,
Q08881,protein kinase superfamily,Tyr protein kinase family,TEC subfamily
Q08945,,SSRP1 family,
Q08999,,retinoblastoma protein (RB) family,
Q08AD1,,CAMSAP1 family,
Q08AE8,,spire family,
Q08AF3,,Schlafen family,Subgroup III subfamily
Q08AF8,,No SIMILARITY comment found,
Q08AG5,,krueppel C2H2-type zinc-finger protein family,
Q08AG7,,MOZART1 family,
Q08AG9,,cytochrome P450 family,
Q08AH1,,ATP-dependent AMP-binding enzyme family,
Q08AH3,,ATP-dependent AMP-binding enzyme family,
Q08AI6,,amino acid/polyamine transporter 2 family,
Q08AI8,,No SIMILARITY comment found,
Q08AK7,,peptidase C19 family,USP4 subfamily
Q08AL9,,No SIMILARITY comment found,
Q08AM2,,No SIMILARITY comment found,
Q08AM6,,VAC14 family,
Q08AM8,,SH3RF family,
Q08AN1,,krueppel C2H2-type zinc-finger protein family,
Q08AS3,,MHC class II family,
Q08AT0,,sarcoglycan beta/delta/gamma/zeta family,
Q08E77,,UTP14 family,
Q08E86,,No SIMILARITY comment found,
Q08E93,,FAM27 family,
Q08ER8,,krueppel C2H2-type zinc-finger protein family,
Q08ET2,immunoglobulin superfamily,SIGLEC (sialic acid binding Ig-like lectin) family,
Q08J23,class I-like SAM-binding methyltransferase superfamily,RsmB/NOP family,TRM4 subfamily
Q09013,protein kinase superfamily,AGC Ser/Thr protein kinase family,DMPK subfamily
Q09019,,No SIMILARITY comment found,
Q09028,,WD repeat RBAP46/RBAP48/MSI1 family,
Q09161,,NCBP1 family,
Q09327,,glycosyltransferase 17 family,
Q09328,,glycosyltransferase 18 family,
Q09428,ABC transporter superfamily,ABCC family,208) subfamily
Q09470,,potassium channel family,1/KCNA1 sub-subfamily
Q09472,,No SIMILARITY comment found,
Q09666,,No SIMILARITY comment found,
Q09FC8,,No SIMILARITY comment found,
Q09MP3,,No SIMILARITY comment found,
Q0D2H9,,GOLGA8 family,
Q0D2I5,,intermediate filament family,
Q0D2J5,,krueppel C2H2-type zinc-finger protein family,
Q0D2K0,,NIPA family,
Q0D2K2,,No SIMILARITY comment found,
Q0D2K3,,ripply family,
Q0D2M2,,histone H2B family,
Q0D2N8,,SARM1 family,
Q0GE19,,28) family,
Q0IIM8,,No SIMILARITY comment found,
Q0IIN1,,intermediate filament family,
Q0IIN5,,AAA ATPase family,
Q0JRZ9,,FCHO family,
Q0MQR4,,poly(ADP-ribose) glycohydrolase family,
Q0P5N6,small GTPase superfamily,Arf family,
Q0P5P2,,No SIMILARITY comment found,
Q0P5Q0,,thymosin beta family,
Q0P5T2,,No SIMILARITY comment found,
Q0P5U8,,peptidase M1 family,
Q0P631,,No SIMILARITY comment found,
Q0P641,,No SIMILARITY comment found,
Q0P651,AB hydrolase superfamily,,
Q0P6D2,,DIPK family,
Q0P6D6,,No SIMILARITY comment found,
Q0P6H7,,No SIMILARITY comment found,
Q0P6H9,,No SIMILARITY comment found,
Q0PNE2,,ELP6 family,
Q0QEN7,,ATPase alpha/beta chains family,
Q0VAA2,,No SIMILARITY comment found,
Q0VAA5,,No SIMILARITY comment found,
Q0VAB0,,No SIMILARITY comment found,
Q0VAF6,,No SIMILARITY comment found,
Q0VAF8,,No SIMILARITY comment found,
Q0VAF9,,No SIMILARITY comment found,
Q0VAK6,,tropomodulin family,
Q0VAL7,,No SIMILARITY comment found,
Q0VAM2,,No SIMILARITY comment found,
Q0VAQ4,,SMAGP family,
Q0VD83,,No SIMILARITY comment found,
Q0VD86,,INCA family,
Q0VDC6,,FKBP-type PPIase family,FKBP1 subfamily
Q0VDD7,,No SIMILARITY comment found,
Q0VDD8,,dynein heavy chain family,
Q0VDE8,,adipogenin family,
Q0VDF9,,heat shock protein 70 family,
Q0VDG4,,peptidase C69 family,Secernin subfamily
Q0VDI3,,No SIMILARITY comment found,
Q0VF49,,No SIMILARITY comment found,
Q0VF96,,cingulin family,
Q0VFZ6,,No SIMILARITY comment found,
Q0VG06,,No SIMILARITY comment found,
Q0VG73,,No SIMILARITY comment found,
Q0VG75,,exportin family,
Q0VG99,,No SIMILARITY comment found,
Q0VGE8,,krueppel C2H2-type zinc-finger protein family,
Q0VGL1,,LAMTOR4 family,
Q0WX57,,peptidase C19 family,USP17 subfamily
Q0Z7S8,calycin superfamily,Fatty-acid binding protein (FABP) family,
Q0ZGT2,,No SIMILARITY comment found,
Q0ZLH3,,gasdermin family,
Q10469,,glycosyltransferase 16 (GT16) protein family,
Q10471,,glycosyltransferase 2 family,GalNAc-T subfamily
Q10472,,glycosyltransferase 2 family,GalNAc-T subfamily
Q10567,,adaptor complexes large subunit family,
Q10570,,CPSF1 family,
Q10571,,No SIMILARITY comment found,
Q10586,,bZIP family,PAR subfamily
Q10587,,bZIP family,PAR subfamily
Q10588,,ADP-ribosyl cyclase family,
Q10589,,tetherin family,
Q10713,,peptidase M16 family,
Q10981,,glycosyltransferase 11 family,
Q11128,,glycosyltransferase 10 family,
Q11130,,glycosyltransferase 10 family,
Q11201,,glycosyltransferase 29 family,
Q11203,,glycosyltransferase 29 family,
Q11206,,glycosyltransferase 29 family,
Q12756,TRAFAC class myosin-kinesin ATPase superfamily,Kinesin family,Unc-104 subfamily
Q12765,,peptidase C69 family,Secernin subfamily
Q12766,,No SIMILARITY comment found,
Q12767,,No SIMILARITY comment found,
Q12768,,strumpellin family,
Q12769,,No SIMILARITY comment found,
Q12770,,WD repeat SCAP family,
Q12771,,No SIMILARITY comment found,
Q12772,,SREBP family,
Q12774,,No SIMILARITY comment found,
Q12778,,No SIMILARITY comment found,
Q12788,,No SIMILARITY comment found,
Q12789,,TFIIIC subunit 1 family,
Q12791,,potassium channel family,1/KCNMA1 sub-subfamily
Q12792,,actin-binding proteins ADF family,Twinfilin subfamily
Q12794,,glycosyl hydrolase 56 family,
Q12796,,PNRC family,PNRC1 subfamily
Q12797,,aspartyl/asparaginyl beta-hydroxylase family,
Q12798,,centrin family,
Q12800,,grh/CP2 family,CP2 subfamily
Q12802,,No SIMILARITY comment found,
Q12805,,fibulin family,
Q12809,,potassium channel family,1/KCNH2 sub-subfamily
Q12815,,No SIMILARITY comment found,
Q12816,,No SIMILARITY comment found,
Q12824,,SNF5 family,
Q12829,small GTPase superfamily,Rab family,
Q12830,,PBTF family,
Q12834,,WD repeat CDC20/Fizzy family,
Q12836,,ZP domain family,ZPB subfamily
Q12837,,POU transcription factor family,Class-4 subfamily
Q12840,TRAFAC class myosin-kinesin ATPase superfamily,Kinesin family,Kinesin subfamily
Q12841,,No SIMILARITY comment found,
Q12846,,syntaxin family,
Q12849,,No SIMILARITY comment found,
Q12851,protein kinase superfamily,STE Ser/Thr protein kinase family,STE20 subfamily
Q12852,protein kinase superfamily,STE Ser/Thr protein kinase family,MAP kinase kinase kinase subfamily
Q12857,,CTF/NF-I family,
Q12860,immunoglobulin superfamily,Contactin family,
Q12864,,No SIMILARITY comment found,
Q12866,protein kinase superfamily,Tyr protein kinase family,AXL/UFO subfamily
Q12870,,No SIMILARITY comment found,
Q12872,,No SIMILARITY comment found,
Q12873,,SNF2/RAD54 helicase family,
Q12874,,SF3A3 family,
Q12879,,1) family,NR2A/GRIN2A subfamily
Q12882,,dihydropyrimidine dehydrogenase family,
Q12884,,peptidase S9B family,
Q12887,,UbiA prenyltransferase family,
Q12888,,No SIMILARITY comment found,
Q12889,,glycosyl hydrolase 18 family,
Q12891,,glycosyl hydrolase 56 family,
Q12893,,TMEM115 family,
Q12894,,IFRD family,
Q12899,,TRIM/RBCC family,
Q12901,,krueppel C2H2-type zinc-finger protein family,
Q12904,,No SIMILARITY comment found,
Q12905,,No SIMILARITY comment found,
Q12906,,No SIMILARITY comment found,
Q12907,,No SIMILARITY comment found,
Q12908,,28) family,
Q12912,,IRAG2 family,
Q12913,,protein-tyrosine phosphatase family,Receptor class 3 subfamily
Q12918,,No SIMILARITY comment found,
Q12923,,protein-tyrosine phosphatase family,Non-receptor class subfamily
Q12926,,RRM elav family,
Q12929,,EPS8 family,
Q12931,,heat shock protein 90 family,
Q12933,,TNF receptor-associated factor family,A subfamily
Q12934,,intermediate filament family,
Q12946,,No SIMILARITY comment found,
Q12947,,No SIMILARITY comment found,
Q12948,,No SIMILARITY comment found,
Q12950,,No SIMILARITY comment found,
Q12951,,No SIMILARITY comment found,
Q12952,,No SIMILARITY comment found,
Q12955,,No SIMILARITY comment found,
Q12959,,MAGUK family,
Q12962,,TAF10 family,
Q12965,TRAFAC class myosin-kinesin ATPase superfamily,Myosin family,
Q12967,,No SIMILARITY comment found,
Q12968,,No SIMILARITY comment found,
Q12972,,No SIMILARITY comment found,
Q12974,,protein-tyrosine phosphatase family,
Q12979,,No SIMILARITY comment found,
Q12980,,NPR3 family,
Q12981,,SEC20 family,
Q12982,,No SIMILARITY comment found,
Q12983,,NIP3 family,
Q12986,,NFX1 family,
Q12988,,small heat shock protein (HSP20) family,
Q12996,,No SIMILARITY comment found,
Q12999,,tetraspanin (TM4SF) family,
Q13002,,1) family,GRIK2 subfamily
Q13003,,1) family,GRIK3 subfamily
Q13007,,IL-10 family,
Q13009,,TIAM family,
Q13011,,enoyl-CoA hydratase/isomerase family,
Q13015,,MLLT11 family,
Q13017,,No SIMILARITY comment found,
Q13018,,No SIMILARITY comment found,
Q13021,,MAL family,
Q13023,,No SIMILARITY comment found,
Q13029,class V-like SAM-binding methyltransferase superfamily,,
Q13033,,WD repeat striatin family,
Q13042,,APC6/CDC16 family,
Q13043,protein kinase superfamily,STE Ser/Thr protein kinase family,STE20 subfamily
Q13045,,No SIMILARITY comment found,
Q13046,immunoglobulin superfamily,CEA family,
Q13049,,TRIM/RBCC family,
Q13051,,No SIMILARITY comment found,
Q13057,,No family label found,
Q13061,,No SIMILARITY comment found,
Q13064,,No SIMILARITY comment found,
Q13066,,GAGE family,
Q13069,,GAGE family,
Q13072,,BAGE family,
Q13075,,No SIMILARITY comment found,
Q13077,,No SIMILARITY comment found,
Q13084,,bacterial ribosomal protein bL28 family,
Q13085,,No SIMILARITY comment found,
Q13087,,protein disulfide isomerase family,
Q13093,AB hydrolase superfamily,Lipase family,
Q13094,,No SIMILARITY comment found,
Q13098,,CSN1 family,
Q13099,,No SIMILARITY comment found,
Q13103,,SPP2 family,
Q13105,,krueppel C2H2-type zinc-finger protein family,
Q13106,,krueppel C2H2-type zinc-finger protein family,
Q13107,,peptidase C19 family,USP4 subfamily
Q13111,,CHAF1A family,
Q13112,,WD repeat HIR1 family,
Q13113,,PDZK1-interacting protein 1/SMIM24 family,
Q13114,,TNF receptor-associated factor family,A subfamily
Q13115,,protein-tyrosine phosphatase family,Non-receptor class dual specificity subfamily
Q13117,,RRM DAZ family,
Q13118,,Sp1 C2H2-type zinc-finger protein family,
Q13123,,RED family,
Q13126,,PNP/MTAP phosphorylase family,MTAP subfamily
Q13127,,No SIMILARITY comment found,
Q13129,,krueppel C2H2-type zinc-finger protein family,
Q13131,protein kinase superfamily,CAMK Ser/Thr protein kinase family,SNF1 subfamily
Q13133,,nuclear hormone receptor family,NR1 subfamily
Q13136,,liprin family,Liprin-alpha subfamily
Q13137,,CALCOCO family,
Q13144,,eIF-2B gamma/epsilon subunits family,
Q13145,,BAMBI family,
Q13148,,No SIMILARITY comment found,
Q13151,,No SIMILARITY comment found,
Q13153,protein kinase superfamily,STE Ser/Thr protein kinase family,STE20 subfamily
Q13155,,No SIMILARITY comment found,
Q13156,,replication factor A protein 2 family,
Q13158,,No SIMILARITY comment found,
Q13162,,peroxiredoxin family,AhpC/Prx1 subfamily
Q13163,protein kinase superfamily,STE Ser/Thr protein kinase family,MAP kinase kinase subfamily
Q13164,protein kinase superfamily,CMGC Ser/Thr protein kinase family,MAP kinase subfamily
Q13177,protein kinase superfamily,STE Ser/Thr protein kinase family,STE20 subfamily
Q13183,,47) family,NADC subfamily
Q13185,,No SIMILARITY comment found,
Q13188,protein kinase superfamily,STE Ser/Thr protein kinase family,STE20 subfamily
Q13190,,syntaxin family,
Q13191,,No SIMILARITY comment found,
Q13196,,No SIMILARITY comment found,
Q13200,,proteasome subunit S2 family,
Q13201,,No SIMILARITY comment found,
Q13202,,protein-tyrosine phosphatase family,Non-receptor class dual specificity subfamily
Q13203,immunoglobulin superfamily,MyBP family,
Q13206,,DEAD box helicase family,DDX10/DBP4 subfamily
Q13207,,No SIMILARITY comment found,
Q13214,,semaphorin family,
Q13216,,No SIMILARITY comment found,
Q13217,,No SIMILARITY comment found,
Q13219,,peptidase M43B family,
Q13224,,1) family,NR2B/GRIN2B subfamily
Q13227,,No SIMILARITY comment found,
Q13228,,selenium-binding protein family,
Q13231,,glycosyl hydrolase 18 family,Chitinase class II subfamily
Q13232,,NDK family,
Q13233,protein kinase superfamily,STE Ser/Thr protein kinase family,MAP kinase kinase kinase subfamily
Q13237,protein kinase superfamily,AGC Ser/Thr protein kinase family,cGMP subfamily
Q13239,,No SIMILARITY comment found,
Q13241,,No SIMILARITY comment found,
Q13242,,splicing factor SR family,
Q13243,,splicing factor SR family,
Q13247,,splicing factor SR family,
Q13253,,noggin family,
Q13255,,G-protein coupled receptor 3 family,
Q13257,,MAD2 family,
Q13258,,G-protein coupled receptor 1 family,
Q13261,,No SIMILARITY comment found,
Q13263,,TRIM/RBCC family,
Q13268,,short-chain dehydrogenases/reductases (SDR) family,
Q13275,,semaphorin family,
Q13277,,syntaxin family,
Q13283,,No SIMILARITY comment found,
Q13285,,nuclear hormone receptor family,NR5 subfamily
Q13286,,battenin family,
Q13287,,NMI family,
Q13291,,No SIMILARITY comment found,
Q13296,,secretoglobin family,Lipophilin subfamily
Q13303,,shaker potassium channel beta subunit family,
Q13304,,G-protein coupled receptor 1 family,
Q13308,protein kinase superfamily,Tyr protein kinase family,Insulin receptor subfamily
Q13309,,No SIMILARITY comment found,
Q13310,,polyadenylate-binding protein type-1 family,
Q13315,,PI3/PI4-kinase family,ATM subfamily
Q13316,,No SIMILARITY comment found,
Q13319,,cyclin-dependent kinase 5 activator family,
Q13322,,GRB7/10/14 family,
Q13323,,No SIMILARITY comment found,
Q13324,,G-protein coupled receptor 2 family,
Q13325,,IFIT family,
Q13326,,sarcoglycan beta/delta/gamma/zeta family,
Q13330,,No SIMILARITY comment found,
Q13332,,protein-tyrosine phosphatase family,Receptor class 2A subfamily
Q13336,,urea transporter family,
Q13342,,No SIMILARITY comment found,
Q13344,,RRM TET family,
Q13347,,eIF-3 subunit I family,
Q13349,,integrin alpha chain family,
Q13351,,krueppel C2H2-type zinc-finger protein family,
Q13352,,No SIMILARITY comment found,
Q13356,,cyclophilin-type PPIase family,PPIL2 subfamily
Q13360,,krueppel C2H2-type zinc-finger protein family,
Q13361,,MFAP family,
Q13362,,phosphatase 2A regulatory subunit B56 family,
Q13363,,D-isomer specific 2-hydroxyacid dehydrogenase family,
Q13367,,adaptor complexes large subunit family,
Q13368,,MAGUK family,
Q13370,,cyclic nucleotide phosphodiesterase family,PDE3 subfamily
Q13371,,phosducin family,
Q13387,,JIP scaffold family,
Q13393,,phospholipase D family,
Q13394,,mab-21 family,
Q13395,class IV-like SAM-binding methyltransferase superfamily,RNA methyltransferase TrmH family,
Q13398,,krueppel C2H2-type zinc-finger protein family,
Q13401,,DNA mismatch repair MutL/HexB family,
Q13402,TRAFAC class myosin-kinesin ATPase superfamily,Myosin family,
Q13404,,ubiquitin-conjugating enzyme family,
Q13405,,mitochondrion-specific ribosomal protein mL49 family,
Q13409,,dynein intermediate chain family,
Q13410,immunoglobulin superfamily,BTN/MOG family,
Q13415,,ORC1 family,
Q13416,,ORC2 family,
Q13418,protein kinase superfamily,TKL Ser/Thr protein kinase family,
Q13421,,mesothelin family,
Q13422,,Ikaros C2H2-type zinc-finger protein family,
Q13423,,No family label found,
Q13424,,syntrophin family,
Q13425,,syntrophin family,
Q13426,,XRCC4-XLF family,XRCC4 subfamily
Q13427,,No SIMILARITY comment found,
Q13428,,No SIMILARITY comment found,
Q13432,,PDE6D/unc-119 family,
Q13433,,5) family,
Q13434,,No SIMILARITY comment found,
Q13435,,No SIMILARITY comment found,
Q13438,,OS-9 family,
Q13439,,No SIMILARITY comment found,
Q13442,,PDAP1 family,
Q13443,,No SIMILARITY comment found,
Q13444,,No SIMILARITY comment found,
Q13445,,EMP24/GP25L family,
Q13449,immunoglobulin superfamily,IgLON family,
Q13451,,No SIMILARITY comment found,
Q13454,,OST3/OST6 family,
Q13459,TRAFAC class myosin-kinesin ATPase superfamily,Myosin family,
Q13461,,No SIMILARITY comment found,
Q13464,protein kinase superfamily,AGC Ser/Thr protein kinase family,
Q13467,,G-protein coupled receptor Fz/Smo family,
Q13469,,No SIMILARITY comment found,
Q13470,protein kinase superfamily,Tyr protein kinase family,
Q13472,,type IA topoisomerase family,
Q13474,,No SIMILARITY comment found,
Q13477,,No SIMILARITY comment found,
Q13478,,interleukin-1 receptor family,
Q13480,,GAB family,
Q13485,,dwarfin/SMAD family,
Q13487,,No SIMILARITY comment found,
Q13488,,V-ATPase 116 kDa subunit family,
Q13489,,IAP family,
Q13490,,IAP family,
Q13491,,myelin proteolipid protein family,
Q13492,,PICALM/SNAP91 family,
Q13495,,mastermind family,
Q13496,,protein-tyrosine phosphatase family,Non-receptor class myotubularin subfamily
Q13501,,No SIMILARITY comment found,
Q13503,,Mediator complex subunit 21 family,
Q13505,,metaxin family,
Q13506,,NAB family,
Q13507,,4) family,TRPC3 sub-subfamily
Q13508,,Arg-specific ADP-ribosyltransferase family,
Q13509,,tubulin family,
Q13510,,acid ceramidase family,
Q13515,,intermediate filament family,
Q13516,,No SIMILARITY comment found,
Q13519,,opioid neuropeptide precursor family,
Q13520,,8) family,
Q13522,,protein phosphatase inhibitor 1 family,
Q13523,protein kinase superfamily,CMGC Ser/Thr protein kinase family,
Q13526,,No SIMILARITY comment found,
Q13530,,TDE1 family,
